"","#treeName","pi_1","pi_2","pi_3","pi_4","r_1","r_2","r_3","r_4","r_5","r_6","alpha","ModelComparisonExperiments.mainRand","ModelComparisonExperiments.alphaSMCSampler","gen.len","gen.nTaxa","gen.rand","gen.treeRate","ModelComparisonExperiments.iterScalings"
"1","sim--947209301.msf.Rep0",0.331252029704382,0.163747257070514,0.303340701181588,0.303340701181588,0.119840557372099,0.157177105888927,0.236848435920787,0.117101041308533,0.221557904185676,0.147474955323977,1.62889017216181,22,0.999,1000,10,302,10,"500 100000 500 100000 500 100000"
"2","sim--947209301.msf.Rep0",0.331252029704382,0.163747257070514,0.303340701181588,0.303340701181588,0.119840557372099,0.157177105888927,0.236848435920787,0.117101041308533,0.221557904185676,0.147474955323977,13.3964162011318,33,0.999,1000,10,302,10,"500 100000 500 100000 500 100000"
"3","sim--947209301.msf.Rep0",0.331252029704382,0.163747257070514,0.303340701181588,0.303340701181588,0.119840557372099,0.157177105888927,0.236848435920787,0.117101041308533,0.221557904185676,0.147474955323977,11.5698275184835,44,0.999,1000,10,302,10,"500 100000 500 100000 500 100000"
"4","sim--1814680554.msf.Rep0",0.192992429438148,0.164410802918894,0.495996593133306,0.495996593133306,0.157208146316949,0.20619311000734,0.179290455694951,0.194705087654776,0.116038144639283,0.146565055686702,6.58901544795288,11,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"5","sim--1814680554.msf.Rep0",0.192992429438148,0.164410802918894,0.495996593133306,0.495996593133306,0.157208146316949,0.20619311000734,0.179290455694951,0.194705087654776,0.116038144639283,0.146565055686702,6.58901544795288,33,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"6","sim--1814680554.msf.Rep0",0.192992429438148,0.164410802918894,0.495996593133306,0.495996593133306,0.157208146316949,0.20619311000734,0.179290455694951,0.194705087654776,0.116038144639283,0.146565055686702,3.84169802224551,44,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"7","sim--947209301.msf.Rep0",0.331252029704382,0.163747257070514,0.303340701181588,0.303340701181588,0.119840557372099,0.157177105888927,0.236848435920787,0.117101041308533,0.221557904185676,0.147474955323977,7.62545316904608,11,0.999,1000,10,302,10,"500 100000 500 100000 500 100000"
"8","sim--1814680554.msf.Rep0",0.192992429438148,0.164410802918894,0.495996593133306,0.495996593133306,0.157208146316949,0.20619311000734,0.179290455694951,0.194705087654776,0.116038144639283,0.146565055686702,6.58901544795288,22,0.999,1000,10,301,10,"500 100000 500 100000 500 100000"
"9","sim-1038568758.msf.Rep0",0.317158483716612,0.267334705194772,0.271569693820731,0.271569693820731,0.207699281489899,0.200330619641196,0.1237922370131,0.142288620733046,0.160172069958142,0.165717171164617,2.70570858090172,11,0.999,1000,10,303,10,"500 100000 500 100000 500 100000"
"10","sim--1037831270.msf.Rep0",0.19877442015914,0.25170598575154,0.280062632155367,0.280062632155367,0.20303521193077,0.185100796511911,0.0914424975550316,0.106770507810888,0.229565240991849,0.18408574519955,1.58184181811996,11,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"11","sim-947946789.msf.Rep0",0.223632393904608,0.29696999657137,0.260182333462684,0.260182333462684,0.13888962519003,0.114751691702601,0.252799440718571,0.215296379432887,0.108819582380179,0.169443280575732,3.0858280285623,11,0.999,1000,10,305,10,"500 100000 500 100000 500 100000"
"12","sim-1038568758.msf.Rep0",0.317158483716612,0.267334705194772,0.271569693820731,0.271569693820731,0.207699281489899,0.200330619641196,0.1237922370131,0.142288620733046,0.160172069958142,0.165717171164617,2.6911237876991,22,0.999,1000,10,303,10,"500 100000 500 100000 500 100000"
"13","sim--1037831270.msf.Rep0",0.19877442015914,0.25170598575154,0.280062632155367,0.280062632155367,0.20303521193077,0.185100796511911,0.0914424975550316,0.106770507810888,0.229565240991849,0.18408574519955,2.54998513815256,22,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"14","sim-1038568758.msf.Rep0",0.317158483716612,0.267334705194772,0.271569693820731,0.271569693820731,0.207699281489899,0.200330619641196,0.1237922370131,0.142288620733046,0.160172069958142,0.165717171164617,3.46132913285633,44,0.999,1000,10,303,10,"500 100000 500 100000 500 100000"
"15","sim-947946789.msf.Rep0",0.223632393904608,0.29696999657137,0.260182333462684,0.260182333462684,0.13888962519003,0.114751691702601,0.252799440718571,0.215296379432887,0.108819582380179,0.169443280575732,2.83945368495402,22,0.999,1000,10,305,10,"500 100000 500 100000 500 100000"
"16","sim-1038568758.msf.Rep0",0.317158483716612,0.267334705194772,0.271569693820731,0.271569693820731,0.207699281489899,0.200330619641196,0.1237922370131,0.142288620733046,0.160172069958142,0.165717171164617,6.82935443682758,33,0.999,1000,10,303,10,"500 100000 500 100000 500 100000"
"17","sim-947946789.msf.Rep0",0.223632393904608,0.29696999657137,0.260182333462684,0.260182333462684,0.13888962519003,0.114751691702601,0.252799440718571,0.215296379432887,0.108819582380179,0.169443280575732,5.58297008295045,33,0.999,1000,10,305,10,"500 100000 500 100000 500 100000"
"18","sim-947946789.msf.Rep0",0.223632393904608,0.29696999657137,0.260182333462684,0.260182333462684,0.13888962519003,0.114751691702601,0.252799440718571,0.215296379432887,0.108819582380179,0.169443280575732,8.48158250668827,44,0.999,1000,10,305,10,"500 100000 500 100000 500 100000"
"19","sim--1037831270.msf.Rep0",0.19877442015914,0.25170598575154,0.280062632155367,0.280062632155367,0.20303521193077,0.185100796511911,0.0914424975550316,0.106770507810888,0.229565240991849,0.18408574519955,4.33941331383185,44,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
"20","sim--1037831270.msf.Rep0",0.19877442015914,0.25170598575154,0.280062632155367,0.280062632155367,0.20303521193077,0.185100796511911,0.0914424975550316,0.106770507810888,0.229565240991849,0.18408574519955,6.10374843098082,33,0.999,1000,10,304,10,"500 100000 500 100000 500 100000"
